name,firstname,surname,role_raw,gender,type,n_mentions,n_docs
Jaroslav HOLÍK,Jaroslav,HOLÍK,místopředseda výboru pro životní prostředí,M,M6,6,1
Mirka VILDOVÁ,Mirka,VILDOVÁ,redaktorka,F,M1,6,1
Miloš VYSTRČIL,Miloš,VYSTRČIL,místopředseda strany,M,M6,6,1
Miroslav KARAS,Miroslav,KARAS,meteorolog,M,M3,6,1
Jeremy CORBYN,Jeremy,CORBYN,lídr labouristické opozice,M,M6,6,6
Lukáš KREJČÍ,Lukáš,KREJČÍ,horolezec a horský průvodce,M,?,6,1
Lukáš KOVANDA,Lukáš,KOVANDA,hlavní ekonom,M,M5,6,3
Marian JUREČKA,Marian,JUREČKA,člen zemědělského výboru,M,M6,6,2
Mariana KOPECKÁ,Mariana,KOPECKÁ,redaktorka,F,M1,6,4
Adam VIZINA,Adam,VIZINA,hydrolog,M,M3,6,1
Jacques RUPNIK,Jacques,RUPNIK,politolog publicista,M,M3,6,1
David SVOBODA,David,SVOBODA,ukrajinista,M,?,6,1
Zdeněk SLOBODA,Zdeněk,SLOBODA,sociolog,M,M3,6,1
Ivo ŠLOSARČÍK,Ivo,ŠLOSARČÍK,katedra evropských studií,M,M3,6,2
Wolfgang ISCHINGER,Wolfgang,ISCHINGER,organizátor konference,M,?,6,3
Zuzana LUŇÁKOVÁ,Zuzana,LUŇÁKOVÁ,redaktorka,F,M1,6,1
Zuzana PETRŮ,Zuzana,PETRŮ,redaktorka,?,M1,6,2
Aleš GERLOCH,Aleš,GERLOCH,vedoucí katedry ústavního práva,M,M5,6,1
Milan ŠAFÁŘ,Milan,ŠAFÁŘ,sportovní psycholog,M,?,6,1
Emrah ARIEL,Emrah,ARIEL,rybář,M,?,5,3
Radka DENEMARKOVÁ,Radka,DENEMARKOVÁ,spisovatelka a překladatelka,F,M5,5,1
Zdeněk ŽALUD,Zdeněk,ŽALUD,klimatolog,M,M3,5,1
Zdeněk PETZL,Zdeněk,PETZL,ředitel,M,M5,5,1
Alois MÍKA,Alois,MÍKA,energetický expert,M,?,5,1
Zdeněk KUKAL,Zdeněk,KUKAL,oceánolog,M,?,5,1
Jaromír BLÁHA,Jaromír,BLÁHA,koordinátor kampaně,M,M5,5,1
Radim VÍTEK,Radim,VÍTEK,vedoucí oddělení,M,M5,5,1
Mario KUBAŠ,Mario,KUBAŠ,redaktor,M,M1,5,1
Andrea ŠILHANOVÁ,Andrea,ŠILHANOVÁ,krajská koordinátorka,F,M5,5,1
Lenka SOLANSKÁ,Lenka,SOLANSKÁ,moderátorka,F,M1,5,2
William SWEET,William,SWEET,oceánograf,M,M3,5,2
Vít HAVELKA,Vít,HAVELKA,výzkumný pracovník,M,?,5,1
Frans TIMMERMANS,Frans,TIMMERMANS,místopředseda,M,M6,5,5
Jan KRAJHANZL,Jan,KRAJHANZL,sociální psycholog,M,M3,5,1
Ivo BRÁNIŠ,Ivo,BRÁNIŠ,redaktor,M,M1,5,2
Evžen TOŠENOVSKÝ,Evžen,TOŠENOVSKÝ,europoslanec,M,M6,5,1
Osamu OKAMURA,Osamu,OKAMURA,děkan,M,M5,5,2
Antonín BRUŠTÍK,Antonín,BRUŠTÍK,redaktor,M,M1,5,1
Antonín SCHUBERT,Antonín,SCHUBERT,starosta,M,M6,5,1
Vojtěch BÍLÝ,Vojtěch,BÍLÝ,mluvčí,M,M1,5,4
Volodymyr ZELENSKYJ,Volodymyr,ZELENSKYJ,ukrajinský prezident,M,?,5,4
Barbora KLADIVOVÁ,Barbora,KLADIVOVÁ,redaktorka,F,M1,5,2
Bedřich MOLDAN,Bedřich,MOLDAN,bývalý ministr životního prostředí zástupce,M,M6,5,1
Anton ŠECHOVCOV,Anton,ŠECHOVCOV,výzkumník,M,M3,5,1
Lenka DRMOTOVÁ,Lenka,DRMOTOVÁ,redaktorka,F,M1,5,1
Konference OSN,Konference,OSN,o změnách klimatu,F?,?,5,5
Lukáš DOLANSKÝ,Lukáš,DOLANSKÝ,zahraniční zpravodaj,M,M1,5,2
Zdeněk ŽALUD,Zdeněk,ŽALUD,bioklimatolog,M,M3,5,1
Ivo POKORNÝ,Ivo,POKORNÝ,ovocnář,M,?,5,2
Václav HRADÍLEK,Václav,HRADÍLEK,katedra vodního hospodářství,M,M3,5,1
Lucie CHYTILOVÁ,Lucie,CHYTILOVÁ,redaktorka,F,M1,5,1
Pavel ŠVEC,Pavel,ŠVEC,redaktor,M,M1,5,1
Pavla DAŇKOVÁ,Pavla,DAŇKOVÁ,redaktorka redaktorka,F,M1,5,1
Zuzana LIZCOVÁ,Zuzana,LIZCOVÁ,analytička,F,M5,5,1
Miloš VYSTRČIL,Miloš,VYSTRČIL,senátní výbor pro územní rozvoj,M,?,5,1
Miloš VYSTRČIL,Miloš,VYSTRČIL,senátor,M,M6,5,1
Miroslava NĚMCOVÁ,Miroslava,NĚMCOVÁ,poslankyně,F,M6,5,3
Mitt ROMNEY,Mitt,ROMNEY,republikánský kandidát na prezidenta,M,?,5,3
Jiří BĚHOUNEK,Jiří,BĚHOUNEK,hejtman,M,M6,5,1
Jens STOLTENBERG,Jens,STOLTENBERG,generální tajemník,M,M6,5,5
Miroslav BÁRTA,Miroslav,BÁRTA,egyptolog archeolog,M,M3,5,1
Jiřina HAVLASOVÁ,Jiřina,HAVLASOVÁ,obyvatelka,F,M2,5,2
Miroslav KORECKÝ,Miroslav,KORECKÝ,komentátor,M,M1,5,1
Petr MACH,Petr,MACH,předseda strany nově zvolený europoslanec,M,M6,5,1
Filip DVOŘÁK,Filip,DVOŘÁK,předseda sekce hospodářské politiky,M,M6,5,1
Filip KOUBEK,Filip,KOUBEK,redaktor,M,M1,5,1
Jitka SEITLOVÁ,Jitka,SEITLOVÁ,senátorka členka výboru pro územní,F,M6,5,1
David ATTENBOROUGH,David,ATTENBOROUGH,přírodovědec a dokumentarista,M,M3,5,2
David JEŽEK,David,JEŽEK,farmář pachtýř v,M,M2,5,1
Petr LUTONSKÝ,Petr,LUTONSKÝ,moderátor,M,M1,5,1
Karel MAKOŇ,Karel,MAKOŇ,ornitolog,M,M3,5,1
Martin SETVÁK,Martin,SETVÁK,meteorolog,M,M3,5,1
Bohumír JANSKÝ,Bohumír,JANSKÝ,hydrolog,M,M3,5,1
Karel ROŽÁNEK,Karel,ROŽÁNEK,redaktor,M,M1,5,1
Martin NOVÁK,Martin,NOVÁK,redaktor,M,M1,5,1
Blanka KOVANDOVÁ,Blanka,KOVANDOVÁ,redaktorka,F,M1,5,1
Valérie MASSON DELMOTTEOVÁ,Valérie,MASSON DELMOTTEOVÁ,vedoucí pracovní skupiny,F,M5,5,3
Jakub RÁLIŠ,Jakub,RÁLIŠ,programový ředitel,M,M5,5,1
Barbora ČERNÁ DVOŘÁKOVÁ,Barbora,ČERNÁ DVOŘÁKOVÁ,mluvčí,F,M1,5,3
Karla MAŘÍKOVÁ,Karla,MAŘÍKOVÁ,členka výboru pro životní prostředí,F,M6,5,1
Bernie SANDERS,Bernie,SANDERS,demokratický kandidát na prezidenta,F?,?,5,5
Kateřina POLÁKOVÁ,Kateřina,POLÁKOVÁ,redaktor,F,M1,5,1
Hana SCHARFFOVÁ,Hana,SCHARFFOVÁ,zpravodajka,F,M1,5,1
Stephen HAWKING,Stephen,HAWKING,britský fyzik a kosmolog,M,M3,5,1
Danuše VYMĚTALOVÁ,Danuše,VYMĚTALOVÁ,spolumajitelka biofarmy,F,?,5,1
Sergej LAVROV,Sergej,LAVROV,ruský ministr zahraničí,M,M6,5,5
Miloslav ŠIMEK,Miloslav,ŠIMEK,ředitel,M,M5,5,1
Jiří HYNEK,Jiří,HYNEK,redaktor,M,M1,5,1
Milada MEGRÁTOVÁ,Milada,MEGRÁTOVÁ,redaktorka,F,M1,5,1
Jan KLIMEŠ,Jan,KLIMEŠ,geograf,M,M3,5,1
Pavel CYRANI,Pavel,CYRANI,místopředseda představenstva,M,M6,5,2
Jan BOŽENSKÝ,Jan,BOŽENSKÝ,primář dětského oddělení,M,M3,5,2
Joe BIDEN,Joe,BIDEN,nově zvolený prezident,F?,?,5,4
Johana ŠULCOVÁ,Johana,ŠULCOVÁ,redaktorka,F,M1,5,1
Johanna NEJEDLOVÁ,Johanna,NEJEDLOVÁ,mluvčí,F,M1,5,1
Daniel KOLSKÝ,Daniel,KOLSKÝ,kavárník,M,?,5,1
Milan BRUNCVÍK,Milan,BRUNCVÍK,redaktor,M,M1,5,1
Jan JŮN,Jan,JŮN,publicista,M,M1,5,1
Tomáš PFEILER,Tomáš,PFEILER,portfolio manažer,M,?,5,1
Tomáš POSPÍŠIL,Tomáš,POSPÍŠIL,pověřený řízením,M,?,5,1
Josef VOJÁČEK,Josef,VOJÁČEK,nový generální ředitel,M,M5,5,1
Tomáš KLVAŇA,Tomáš,KLVAŇA,komentátor publicista,M,M1,5,1
Judita PETRŽELKOVÁ,Judita,PETRŽELKOVÁ,primatoložka,F,?,5,1
Bruce HONEYMAN,Bruce,HONEYMAN,majitel zničeného domu,F?,M5,5,3
Justin TRUDEAU,Justin,TRUDEAU,kanadský premiér,M,M6,5,5
Martina DLABAJOVÁ,Martina,DLABAJOVÁ,europoslankyně nestr,F,M6,5,3
Tomáš LERCH,Tomáš,LERCH,ředitel služby dopravní policie,M,M5,5,2
Tomáš LETOCHA,Tomáš,LETOCHA,ovocnář,M,?,5,3
George KELL,George,KELL,výkonný ředitel zakladatel,F?,M5,5,1
Pavel HAVEL,Pavel,HAVEL,agrární analytik,M,M5,5,2
Pavel KAVINA,Pavel,KAVINA,ředitel odboru surovinové politiky,M,M5,5,1
Tomáš SEDLÁČEK,Tomáš,SEDLÁČEK,ekonom a vysokoškolský pedagog,M,M5,5,1
Tomáš VRŠKA,Tomáš,VRŠKA,přírodovědec,M,M3,5,1
Bohuslav NĚMEČEK,Bohuslav,NĚMEČEK,bývalý místopředseda,M,M6,5,1
Martin SVATOŇ,Martin,SVATOŇ,redaktor,M,M1,5,1
Matyáš CHOCHOLA,Matyáš,CHOCHOLA,vizuální umělec,M,?,5,2
Petr GAZDÍK,Petr,GAZDÍK,předseda poslaneckého klubu strany,M,M6,5,1
Michal KUBAL,Michal,KUBAL,vedoucí zahraniční redakce,M,M5,5,1
Thomas KULIDAKIS,Thomas,KULIDAKIS,spolupracovník,M,?,5,2
Michaela VAŠINOVÁ,Michaela,VAŠINOVÁ,redaktorka,F,M1,5,1
Joe BIDEN,Joe,BIDEN,demokratický kandidát na prezidenta,F?,?,5,4
Michal HORSÁK,Michal,HORSÁK,zoolog,M,?,5,1
Michal JEMELKA,Michal,JEMELKA,redaktor,M,M1,5,2
Michael ŽANTOVSKÝ,Michael,ŽANTOVSKÝ,bývalý velvyslanec,M,M6,5,1
Greta THUNBERGOVÁ,Greta,THUNBERGOVÁ,švédská aktivistka zdroj,F,M5,5,1
Josef KOLÁČEK,Josef,KOLÁČEK,koordinátor pomoci,M,M5,5,1
Josef KEDER,Josef,KEDER,bývalý vedoucí oddělení modelování a,M,M5,5,1
Jan HAMÁČEK,Jan,HAMÁČEK,ministr vnitra předseda strany,M,M6,5,4
Greta THUNBERGOVÁ,Greta,THUNBERGOVÁ,klimatická aktivistka,F,?,5,5
Jaroslav DOLEŽAL,Jaroslav,DOLEŽAL,rostlinný genetik,M,?,5,2
Jan ŠVEJNAR,Jan,ŠVEJNAR,předseda,M,M6,5,1
Jana DOLEŽELOVÁ,Jana,DOLEŽELOVÁ,redaktorka,F,M1,5,1
Jana GERLEOVÁ,Jana,GERLEOVÁ,redaktorka,F,M1,5,1
Natálie FLAJŽÍKOVÁ,Natálie,FLAJŽÍKOVÁ,redaktorka,F,M1,5,2
Nich ARCHER,Nich,ARCHER,britský velvyslanec v,M,M6,5,1
Ivan ŠTAMPACH,Ivan,ŠTAMPACH,religionista,M,?,5,1
Aneta SNOPOVÁ,Aneta,SNOPOVÁ,redaktorka,F,M1,5,1
Lenka NECHVÁTALOVÁ,Lenka,NECHVÁTALOVÁ,redaktorka,F,M1,5,1
Petr ALBRECHT,Petr,ALBRECHT,redaktor,M,M1,5,1
Pavlína FABIÁNOVÁ,Pavlína,FABIÁNOVÁ,redaktorka,F,M1,5,1
Adriana DERGAM,Adriana,DERGAM,moderátorka,F?,M1,5,2
Zuzana ČAPUTOVÁ,Zuzana,ČAPUTOVÁ,prezidentka,F,M6,5,1
Šinzó ABE,Šinzó,ABE,japonský premiér,M,M6,5,5
Luboš ROSÍ,Luboš,ROSÍ,moderátor,M,M1,5,3
Jan THOMPSONOVÁ,Jan,THOMPSONOVÁ,britská velvyslankyně v,F,M6,5,1
Jan VOTÝPKA,Jan,VOTÝPKA,parazitolog,M,M3,5,1
Elena KOHÚTIKOVÁ,Elena,KOHÚTIKOVÁ,bývalá viceguvernérka,F,?,5,1
Elizabeth WARRENOVÁ,Elizabeth,WARRENOVÁ,senátorka za,F,M6,5,5
Radim MATULA,Radim,MATULA,katedra ekologie lesa,M,M3,5,2
Alžběta HAVLOVÁ,Alžběta,HAVLOVÁ,redaktorka,F,M1,5,1
Radovan STOKLASA,Radovan,STOKLASA,redaktor,M,M1,5,1
Šárka VLČKOVÁ,Šárka,VLČKOVÁ,mluvčí,F,M1,5,2
Zdeněk VELÍŠEK,Zdeněk,VELÍŠEK,redaktor,M,M1,5,2
Magdaléna REJŽKOVÁ,Magdaléna,REJŽKOVÁ,redaktorka,F,M1,5,1
Aleš CHMELAŘ,Aleš,CHMELAŘ,náměstek ministra zahraničí,M,M5,5,3
Lukáš FRIEDL,Lukáš,FRIEDL,antropolog,M,M3,5,1
Margita BALAŠTÍKOVÁ,Margita,BALAŠTÍKOVÁ,radní pro životní prostředí a,F,M6,5,1
Jan PALAŠČÁK,Jan,PALAŠČÁK,podnikatel,M,?,4,1
Alicja KNASTOVÁ,Alicja,KNASTOVÁ,generální ředitelka,F,M5,4,2
Marian JUREČKA,Marian,JUREČKA,ministr zemědělství místopředseda strany,M,M6,4,1
Walter WILLETT,Walter,WILLETT,profesor epidemiologie a výživy,M,M3,4,2
Andrzej DUDA,Andrzej,DUDA,polský prezident,M,M6,4,4
André BORSCHBERG,André,BORSCHBERG,pilot letounu,M,?,4,2
Jan ŘEŽÁB,Jan,ŘEŽÁB,majitel elektromobilu dokument,M,M5,4,1
Lucie PONIŠTOVÁ,Lucie,PONIŠTOVÁ,redaktorka,F,M1,4,1
Jan ŠMÍD,Jan,ŠMÍD,zahraniční zpravodaj,M,M1,4,1
Olaf SCHOLZ,Olaf,SCHOLZ,kandidát,M,M6,4,3
Alexandr AČ,Alexandr,AČ,ekolog,M,M3,4,2
Ondřej BENEŠÍK,Ondřej,BENEŠÍK,místopředseda poslaneckého klubu poslanec,M,M6,4,2
Ondřej BENEŠÍK,Ondřej,BENEŠÍK,místopředseda strany předseda výboru pro,M,M6,4,1
Ondřej KAZÍK,Ondřej,KAZÍK,programový vedoucí,M,M5,4,1
Lumír DOBROVOLNÝ,Lumír,DOBROVOLNÝ,lesník,M,?,4,2
Mark ZUCKERBERG,Mark,ZUCKERBERG,spoluzakladatel a výkonný ředitel,M,M5,4,1
Markéta GREGOROVÁ,Markéta,GREGOROVÁ,europoslankyně předsedkyně,F,M6,4,1
Leoš NOVOTNÝ,Leoš,NOVOTNÝ,majitel obory,M,M5,4,1
Jakub KULHÁNEK,Jakub,KULHÁNEK,ministr zahraničí,M,M6,4,2
Irena CHLEBOUNOVÁ,Irena,CHLEBOUNOVÁ,středoškolská profesorka,F,?,4,2
Václav SVOBODA,Václav,SVOBODA,moderátor,M,M1,4,3
Anna HOVORKOVÁ,Anna,HOVORKOVÁ,redaktorka,F,M1,4,1
Kryštof KRULIŠ,Kryštof,KRULIŠ,analytik,M,M5,4,1
Jaroslav MAŠEK,Jaroslav,MAŠEK,šéfredaktor,M,M5,4,1
Jaroslav STAIMACHER,Jaroslav,STAIMACHER,technik,M,?,4,1
Jaroslav STALMACHER,Jaroslav,STALMACHER,technik,M,?,4,1
Norman EISEN,Norman,EISEN,zakladatel,M,M5,4,3
Naděžda JOHANISOVÁ,Naděžda,JOHANISOVÁ,environmentalistka,F,?,4,1
Donald TRUMP,Donald,TRUMP,americký prezident republikánský kandidát na,M,M6,4,3
Richard DEWHURST,Richard,DEWHURST,vědec,M,M3,4,2
Rex TILLERSON,Rex,TILLERSON,americký ministr zahraničí,M,M6,4,4
Richard BETTS,Richard,BETTS,klimatolog,M,M3,4,2
Jaroslav BRŮŽEK,Jaroslav,BRŮŽEK,antropolog,M,M3,4,2
Richard SAMKO,Richard,SAMKO,moderátor,M,M1,4,3
Jaromír STARÝ,Jaromír,STARÝ,vedoucí odboru nerostných surovin,M,M5,4,1
Lucie POKORNÁ,Lucie,POKORNÁ,redaktorka,F,M1,4,1
Christos CHRISTOU,Christos,CHRISTOU,mezinárodní prezident,M,M6,4,1
Jan HABART,Jan,HABART,předseda,M,M6,4,1
Jan HORNÁT,Jan,HORNÁT,analytik výzkumný pracovník institutu mezinároních,M,M5,4,1
Otakar ŠAŠEK,Otakar,ŠAŠEK,předseda představenstva,M,M6,4,1
Jan BUREŠ,Jan,BUREŠ,hlavní ekonom,M,M5,4,1
Paul KIRSHEN,Paul,KIRSHEN,odborník na klima,M,M3,4,2
Paul THOMAS,Paul,THOMAS,autor studie výzkumník,M,?,4,2
Pavel CYPRICH,Pavel,CYPRICH,redaktor,M,M1,4,1
Petr FIALA,Petr,FIALA,premiér předseda strany,M,M6,4,3
Josef NOVOTNÝ,Josef,NOVOTNÝ,katedra sociální geografie,M,M3,4,1
Josef PAZDERKA,Josef,PAZDERKA,zpravodaj,M,M1,4,2
Michal JEDLIČKA,Michal,JEDLIČKA,náměstek primátora,M,M5,4,2
Michael ŽANTOVSKÝ,Michael,ŽANTOVSKÝ,výkonný ředitel,M,M5,4,1
Josef DOSTÁL,Josef,DOSTÁL,zástupce výrobního ředitele,M,M5,4,1
Josef DVOŘÁČEK,Josef,DVOŘÁČEK,starosta,M,M6,4,1
Josef JAŘAB,Josef,JAŘAB,amerikanista literární vědec,M,?,4,1
John KERRY,John,KERRY,tehdejší americký ministr zahraničí,M,M6,4,1
John KERRY,John,KERRY,zmocněnec,M,M6,4,4
Stanislav ŠIMÍČEK,Stanislav,ŠIMÍČEK,místostarosta,M,?,4,2
Tadeáš HLAVINKA,Tadeáš,HLAVINKA,redaktor,M,M1,4,1
Kamila JUŠKOVÁ,Kamila,JUŠKOVÁ,redaktorka,F,M1,4,1
Petr HARTMAN,Petr,HARTMAN,komentátor,M,M1,4,1
Petr HLADÍK,Petr,HLADÍK,náměstek primátorky,M,M5,4,1
Gavin NEWSOM,Gavin,NEWSOM,guvernér,M,M6,4,4
Gavin SCHMIDT,Gavin,SCHMIDT,ředitel,M,M5,4,2
Hedvika DĚDKOVÁ,Hedvika,DĚDKOVÁ,redaktorka,F,M1,4,1
Pavel FOREJTEK,Pavel,FOREJTEK,ekolog,M,M3,4,1
Maxx DILLEY,Maxx,DILLEY,ředitel,M,M5,4,4
Michael BLOOMBERG,Michael,BLOOMBERG,zvolený starosta,M,?,4,1
Martina KOZIOLOVÁ,Martina,KOZIOLOVÁ,redaktorka,F,M1,4,1
Chris TURBEY,Chris,TURBEY,klimatolog a vedoucí expedice,M,M3,4,2
Josef ŠTULC,Josef,ŠTULC,viceprezident české sekce,M,M6,4,1
Jude WALKER,Jude,WALKER,jedenáctiletý aktivista,F?,?,4,2
Milan HLADÍK,Milan,HLADÍK,vedoucí autodopravy,M,M5,4,1
Jiří NOHEL,Jiří,NOHEL,lesní správce,M,?,4,1
Jan KOURA,Jan,KOURA,historik,M,M3,4,1
Gladys BEREJIKLIANOVÁ,Gladys,BEREJIKLIANOVÁ,premiérka státu,F,M6,4,3
Summit OSN,Summit,OSN,svolal generální tajemník organizace,M,?,4,4
Jiří PONDĚLÍČEK,Jiří,PONDĚLÍČEK,amerikanista,M,?,4,2
Sophie BACKSENOVÁ,Sophie,BACKSENOVÁ,aktivistka a obyvatelka ostrova,F,M5,4,1
Stephane DUJARRIC,Stephane,DUJARRIC,mluvčí generálního tajemníka,F?,M1,4,4
Stephen COOK,Stephen,COOK,entomolog,M,?,4,4
Steve BACHMAN,Steve,BACHMAN,botanik,F?,?,4,2
Dana ZLATOHLÁVKOVÁ,Dana,ZLATOHLÁVKOVÁ,redaktorka redaktorka,F,M1,4,1
Jiří MATOUŠEK,Jiří,MATOUŠEK,člen představenstva dodavatele energií,M,M6,4,1
Milan STOLIČKA,Milan,STOLIČKA,primář,M,M3,4,1
Milan VÁŇA,Milan,VÁŇA,vedoucí observatoře,M,M5,4,2
Sergej LAVROV,Sergej,LAVROV,ministr zahraničí,M,M6,4,2
David ATTENBOROUGH,David,ATTENBOROUGH,dokumentarista,M,?,4,2
David ATTENBOROUGH,David,ATTENBOROUGH,přírodovědec,M,M3,4,2
Petr DOUBRAVSKÝ,Petr,DOUBRAVSKÝ,organizátor protestu,M,?,4,2
Jakub VÁCHA,Jakub,VÁCHA,redaktor,M,M1,4,1
Jakub FINGER,Jakub,FINGER,zahradní architekt,M,?,4,2
Helena DOHNALOVÁ,Helena,DOHNALOVÁ,redaktorka,F,M1,4,1
Helena HORSKÁ,Helena,HORSKÁ,hlavní ekonomka,F,M5,4,1
Veronika TUPÁ,Veronika,TUPÁ,redaktorka,F,M1,4,1
Victorien ERUSSARD,Victorien,ERUSSARD,kapitán lodi,M,?,4,1
Viktorie TENZEROVÁ,Viktorie,TENZEROVÁ,analytička,F,M5,4,1
Barbora VESELÁ,Barbora,VESELÁ,rostlinná fyzioložka,F,?,4,1
Barbora ČAPKOVÁ,Barbora,ČAPKOVÁ,redaktorka,F,M1,4,1
Bhopal PANDEJA,Bhopal,PANDEJA,klimatolog,M,M3,4,2
Bill GATES,Bill,GATES,zakladatel,M,M5,4,4
Martin SEDLÁK,Martin,SEDLÁK,ředitel,M,M5,4,1
Bikram SHERESTHA,Bikram,SHERESTHA,zoolog,M,?,4,1
Carlos RITTL,Carlos,RITTL,šéf klimatické observatoře v,M,M5,4,4
Karel KLEM,Karel,KLEM,ekofyziolog,M,?,4,1
Karel SCHWARZENBERG,Karel,SCHWARZENBERG,poslanec,M,M6,4,1
Martin SMOLEK,Martin,SMOLEK,náměstek ministra zahraničních věcí pro,M,M5,4,1
Veronika KVAKOVÁ,Veronika,KVAKOVÁ,redaktorka redaktorka,F,M1,4,1
Daniel PITEK,Daniel,PITEK,zemědělec,M,M2,4,1
Daniel PITEK,Daniel,PITEK,zemědělec a lesník,M,M2,4,1
Daniel POUAKOUYOU,Daniel,POUAKOUYOU,oblastní poradce program životního prostředí,M,?,4,2
David HOLLAND,David,HOLLAND,oceánolog a vědec,M,?,4,1
Scott MORRISON,Scott,MORRISON,australský premiér,M,M6,4,3
Petr MEŠKÁN,Petr,MEŠKÁN,redaktor,M,M1,4,1
Petr OBROVSKÝ,Petr,OBROVSKÝ,redaktor,M,M1,4,3
Sebastian KURZ,Sebastian,KURZ,předseda rakouských lidovců,M,M6,4,4
Jitka SLEZÁKOVÁ,Jitka,SLEZÁKOVÁ,redaktorka,F,M1,4,1
Jiří DAVID,Jiří,DAVID,vizuální umělec iniciátor protestu,M,?,4,2
Miroslav KORECKÝ,Miroslav,KORECKÝ,redaktor,M,M1,4,1
Jimmy CORNELL,Jimmy,CORNELL,novinář a mořeplavec,M,M1,4,1
Jimmy GRAVES,Jimmy,GRAVES,majitel hotelu a farmy stoupenec,M,M5,4,1
David BOREK,David,BOREK,redaktor,M,M1,4,1
Monika TIHLÁŘOVÁ,Monika,TIHLÁŘOVÁ,redaktorka,F,M1,4,1
Der LEYEN,Der,LEYEN,předsedkyně,M,M6,4,2
Luca PARMITANO,Luca,PARMITANO,italský astronaut,F?,?,4,2
Luboš DOBROVSKÝ,Luboš,DOBROVSKÝ,bývalý ministr obrany,M,M6,4,1
Pavel ŠOLC,Pavel,ŠOLC,člen představenstva,M,M6,4,2
Isabella SALTONOVÁ,Isabella,SALTONOVÁ,ekoložka,F,M3,4,1
Zuzana LIZCOVÁ,Zuzana,LIZCOVÁ,vedoucí katedry německých a rakouských,F,M5,4,1
Zuzana NEZNAJOVÁ,Zuzana,NEZNAJOVÁ,koordinátorka,F,M5,4,2
Annemieke MILKSOVÁ,Annemieke,MILKSOVÁ,archeoložka,F,M3,4,2
Václav BAŽANT,Václav,BAŽANT,dendrolog,M,?,4,1
Anna VÁHNEROVÁ,Anna,VÁHNEROVÁ,redaktorka,F,M1,4,1
Martin MYKISKA,Martin,MYKISKA,cestovatel a spisovatel,M,M5,4,1
Konference OSN,Konference,OSN,o klimatu,F?,?,4,4
Martin ANDER,Martin,ANDER,vedoucí programů adaptace na změnu,M,M5,4,1
Martin MOŽNÝ,Martin,MOŽNÝ,agrometeorolog klimatolog,M,?,4,1
Klára FILIPOVÁ,Klára,FILIPOVÁ,reportérka,F,M1,4,1
Vladimír SMUTNÝ,Vladimír,SMUTNÝ,vědecký pracovník,M,M3,4,1
Der LEYENOVÁ,Der,LEYENOVÁ,budoucí předsedkyně,F,?,4,2
Evo MORALES,Evo,MORALES,prezident,M,M6,4,4
Ondřej KOUTSKÝ,Ondřej,KOUTSKÝ,redaktor,M,M1,4,1
Ondřej TOPINKA,Ondřej,TOPINKA,redaktor,M,M1,4,4
Petr ZACHAROV,Petr,ZACHAROV,meteorolog,M,M3,4,1
Francois HOLLANDE,Francois,HOLLANDE,prezident,M,M6,4,4
Fabien COUSTEAU,Fabien,COUSTEAU,oceánograf,M,M3,4,2
Der LEYENOVÁ,Der,LEYENOVÁ,kandidátka na předsedkyni,F,M6,4,1
Robert PACOVSKÝ,Robert,PACOVSKÝ,předseda senátu,M,M6,4,1
Aaron DAVIS,Aaron,DAVIS,vedoucí výzkumu,M,M5,4,2
Adam SUCHÝ,Adam,SUCHÝ,klinický psycholog,M,?,4,2
Ivan BARTOŠ,Ivan,BARTOŠ,krajinný ekolog,M,?,4,2
Pavel RANOCHA,Pavel,RANOCHA,analytik,M,M5,4,2
Wu CHAO,Wu,CHAO,generální ředitel,M,M5,4,2
Iveta MARTIN,Iveta,MARTIN,obyvatelka,F?,M2,4,2
Libor BEZDĚK,Libor,BEZDĚK,radní,M,M6,4,2
Libor DVOŘÁK,Libor,DVOŘÁK,komentátor,M,M1,4,1
Mariana KOPECKÁ,Mariana,KOPECKÁ,moderátorka,F,M1,4,4
Věra JOUROVÁ,Věra,JOUROVÁ,eurokomisařka pro spravedlnost,F,?,4,1
Václav ŠVAMBERK,Václav,ŠVAMBERK,včelař,M,?,4,1
Oliver JÁN,Oliver,JÁN,redaktor,M,M1,4,1
Eva JOUKLOVÁ,Eva,JOUKLOVÁ,mluvčí,F,M1,4,4
Ondřej KLIMEŠ,Ondřej,KLIMEŠ,synolog,M,?,4,1
Eva HRNČÍŘOVÁ,Eva,HRNČÍŘOVÁ,zpravodajka,F,M1,4,1
Jan MUSIL,Jan,MUSIL,místopředstavenstva,M,?,4,1
Jan NAVRÁTIL,Jan,NAVRÁTIL,redaktor,M,M1,4,1
Alexandra PŘEČKOVÁ,Alexandra,PŘEČKOVÁ,redaktorka,F,M1,4,1
Zbyněk STANJURA,Zbyněk,STANJURA,předseda poslaneckého klubu,M,M6,4,2
Pavel PAŘÍZEK,Pavel,PAŘÍZEK,psycholog psychoterapeut projekt,M,M3,4,1
Pavel POC,Pavel,POC,expert strany pro oblast životního,M,M5,4,1
Olga CIESLAROVÁ,Olga,CIESLAROVÁ,organizátorka akce iniciativa,F,?,4,2
Jan SKOPEČEK,Jan,SKOPEČEK,místopředseda poslaneckého klubu,M,M6,4,1
Dudley WIGDAHL,Dudley,WIGDAHL,kurátor,M,?,4,2
Edita VALENTOVÁ,Edita,VALENTOVÁ,redaktorka,F,M1,4,1
