name,type_final,gender_final,n_mentions,n_docs
Schan SU ŤIJ,M6,M,1,1
Divák DAYD,?,M,1,1
Divák KH,M2,M,1,1
Divák SK,?,M,1,1
Diváka ANTI,?,F,1,1
Diváka SK,?,F,1,1
Diváky ČT,?,M,1,1
Dmitri AGEJEV,M5,M,1,1
Dmitrij MICHAJLOV,M2,M,1,1
David TAKÁČ,M1,M,1,1
David VOTAVA,M5,M,1,1
David ŠTORCH,M3,M,1,1
Davide PANNIZA,M5,F,1,1
Dawn VICKERSOVÁ,M2,F,1,1
Dawood AHMADZAL,M2,M,1,1
Debbie SCOTTOVÁ,M5,F,1,1
Debby MCCOYOVÁ,M2,F,1,1
Skupina PGE,M5,F,1,1
David MUHIGAY,M5,M,1,1
David ONDRÁČKA,M5,M,1,1
David ROSSI,M3,M,1,1
David ROWAT,M6,M,1,1
David SASSOLI,M6,M,1,1
David SCHULHOFF,M2,M,1,1
David SNIDER,M2,M,1,1
Sileši BEKELE,M6,M,1,1
Silvie HURTOVÁ,M2,F,1,1
Simon KINOTI,M3,M,1,1
Simon KOFE,M6,M,1,1
Simona BABČÁKOVÁ,M2,F,1,1
Simona PIZZIOVÁ,M2,F,1,1
Skotka OK,?,F,1,1
Skotská BBC,?,M,1,1
Shaun WEST,M6,M,1,1
Shinzo ABE,M6,M,1,1
Sian MACLEOD,M6,M,1,1
Sian MACLEODOVÁ,M6,F,1,1
Sibiu EU,?,M,1,1
Sie ČEN CHUA,M6,F,1,1
Siegfried BERG,M2,M,1,1
Sigurdur ERLINGSSON,M5,M,1,1
Společnost ČEZ,?,M,1,1
Správa OSN,?,F,1,1
Srebrenka GOLIČOVÁ,M6,F,1,1
Stanislav HAVLÍČEK,M6,M,1,1
Stanislav IŠTVÁNEK,M2,M,1,1
Stanislav JURÁNEK,M6,M,1,1
Daniel POŠTA,M2,M,1,1
Daniel SKÁLA,M2,M,1,1
Snahou OSN,?,M,1,1
Snahu OSN,?,M,1,1
Sonya PEMBERTON,M2,F,1,1
Sophia BACKSENOVÁ,M5,F,1,1
Soudce US,?,F,1,1
Spojence NATO,?,F,1,1
Spojenci NATO,?,M,1,1
Společnost OKD,?,M,1,1
David MALINKOVIČ,M5,M,1,1
David MAREK,M5,M,1,1
David MAŠÍN,M3,M,1,1
David MICHALČÁK,M2,M,1,1
Skupiny ČEZ,?,M,1,1
Skupiny ČEZ,M6,M,1,1
Sledování ČT,?,M,1,1
Slovensko ČR,?,M,1,1
Deborah MASHIBINIOVÁ PRIOROVÁ,M2,F,1,1
Denis GARBUTT,M2,M,1,1
Darryl NEWBOOUGH,M5,M,1,1
Dav OK,?,M,1,1
Dave BOOKSA,M2,F,1,1
Dave THOUP,M6,F,1,1
David BERNSTEIN,M5,M,1,1
David COLLENETTE,M6,M,1,1
Stientje VAN VELDHOVENOVÁ,M6,F,1,1
Stream II,?,M,1,1
Dalibor TITĚRA,M5,M,1,1
Dalibor ŠAFAŘÍK,M5,M,1,1
Dalila JAKUPOVIČOVÁ,M2,F,1,1
Dan BROWN,M5,M,1,1
Dan BÁRTA,M2,M,1,1
Dana ČÍRTKOVÁ,M1,F,1,1
Stephen NORMAN,M5,M,1,1
Steve BRAY,M2,M,1,1
Steve EVA,M6,M,1,1
Steve GREEM,M5,M,1,1
Steve HARRISON,M2,M,1,1
Steve SCHERER,M5,M,1,1
Steven MARSHALL,M6,M,1,1
Stientje VAN VEIDHOVENOVÁ,M6,F,1,1
Starostka PECKOVÁ,M6,F,1,1
Stefania FIOREOVÁ,M2,F,1,1
Stefano BOERI,M5,M,1,1
Stefano VIO,M2,M,1,1
Steffen SEIBERT,M1,M,1,1
Stella PAPADIMITRIOSOVÁ,M5,F,1,1
Stella SCHALLEROVÁ,M3,F,1,1
Stephen HARPER,M6,M,1,1
Daniel SOUKUP,M5,M,1,1
Daniel VÍTEK,M1,M,1,1
Daniel ZEMANOVÁ,M6,F,1,1
Daniel ŘIČICA,M2,M,1,1
Daniela HEBERTOVÁ,M1,F,1,1
Daniela KAUDERSOVÁ,M2,F,1,1
Danielle REDMONDOVÁ,M3,F,1,1
Danny DANON,M6,M,1,1
Clint WILLSON,M5,M,1,1
Clive GRAY,M5,F,1,1
Colin BUTFIELD,M1,M,1,1
Colin ROBERTSON,M6,M,1,1
Coneyová BARRETTOVÁ,M6,F,1,1
Connie EISSINGEROVÁ,M6,F,1,1
Corinne LE QUÉRÉOVÁ,M5,F,1,1
Což ČT,?,M,1,1
Tahsin GUNDOGDU,M2,M,1,1
Tak IPCC,?,M,1,1
Tak KSČM,?,M,1,1
Tak SPD,?,M,1,1
Tak ČSSD,?,M,1,1
Takže ANO,?,F,1,1
Tam NKÚ,?,M,1,1
Tanaka OV,?,F,1,1
Susan HARTYOVÁ,M2,F,1,1
Svante THUNBERG,M2,F,1,1
Svatopluk NĚMEČEK,M6,M,1,1
Sven DEUBLER,M6,M,1,1
Svět CNN,?,M,1,1
Swati GARUDOVÁ,M2,F,1,1
Sylva MAŠÍNOVÁ,M6,F,1,1
Ta OKD,?,F,1,1
Daniel BAREŠ,M3,M,1,1
Daniel BERLANT,M5,M,1,1
Daniel CALATAYUD,M5,M,1,1
Daniel MAURICIO,M2,M,1,1
Stuart MUNIRAGHUA,M5,M,1,1
Stutox II,?,M,1,1
Summer FIELDS,M2,M,1,1
Summit NATO,?,M,1,1
Thanh THUY,M2,M,1,1
Christian TORRES,M2,M,1,1
Christiana FIGUERESOVÁ,M6,F,1,1
Christina RODRIGUEZOVÁ,M2,F,1,1
Christina SEGALOVÁ KNOWLESOVÁ,M5,F,1,1
Christine LAGARDOVÁ,M5,F,1,1
Christopher BENTLY,M5,M,1,1
Christopher DOBSON,M3,M,1,1
Temelín ČEZ,?,M,1,1
Ten ASEK,?,M,1,1
Teplicím FCSB,?,M,1,1
Tereza CHMELAŘOVÁ,M2,F,1,1
Tereza KOBELKOVÁ,M3,F,1,1
Tereza RADVÁKOVÁ,M1,F,1,1
Tereza VAČKAŘOVÁ,M2,F,1,1
Tereza ŠEDIVÁ,M1,F,1,1
Dagmar ŽITNÍKOVÁ,M6,F,1,1
Dale STURROCK,M2,F,1,1
Dalibor BLAŽEK,M5,M,1,1
Taťána FISCHEROVÁ,M5,F,1,1
Tchang KUO ČCHAING,M6,M,1,1
Te VELTHUIS,M2,F,1,1
Ted MAKSYM,M3,M,1,1
Tehdy OSN,?,M,1,1
Craig SPENCER,M2,M,1,1
Ctirad MIKEŠ,M6,M,1,1
Cyril FERRAND,M5,M,1,1
Cyril SVOBODA,M5,M,1,1
Cyril TAOLO,M5,M,1,1
Czech ADAPT,?,M,1,1
Cíle ČEZ,?,F,1,1
Da MOSTOVÁ,M5,F,1,1
Chartou OSN,?,M,1,1
Chloe KOCHELLOVÁ,M2,F,1,1
Chris CHRISTIE,M6,M,1,1
Chris MARCHI,M5,M,1,1
Chris MARCHL,M5,M,1,1
Chris MURPHY,M6,M,1,1
Chris STARK,M3,M,1,1
Chris STARK,M6,M,1,1
Todd FRERICHS,M2,M,1,1
Tom PHILIPP,M5,M,1,1
Tom STEVENSON,M5,M,1,1
Tom STEYER,M2,M,1,1
Tomasz KIIEWSKI,M3,M,1,1
Tomasz LAMIK,M6,M,1,1
Tommaso CACCIARI,M5,M,1,1
Charlotte ALTEROVÁ,M1,F,1,1
Tia NELSONOVÁ,M2,F,1,1
Timur ZAMILOV,M2,M,1,1
Tinatin CHIDAŠELIOVÁ,M6,F,1,1
Tino CHRUPALLA,M6,M,1,1
Tino PFAFF,M1,M,1,1
Titaniku II,?,M,1,1
To DPH,?,M,1,1
To NATO,?,M,1,1
Christos STYLIANIDES,M6,M,1,1
Chua CHUN JING,M1,F,1,1
Churchill EFENGA,M2,M,1,1
Clara GOLDSMITHOVÁ,?,F,1,1
Clare NULLIS,M1,F,1,1
Clarkson BBC,?,M,1,1
Claude THEULOT,M2,M,1,1
Thomas SCH FER,M6,M,1,1
Carlos VARGAS,M6,M,1,1
Carola RACKETEOVÁ,M2,F,1,1
Carolina ADLEROVÁ,M5,F,1,1
Carolina SCHMIDTOVÁ,M6,F,1,1
Caroline KENNEDYOVÁ,M2,F,1,1
Carolína ADLEROVÁ,M5,F,1,1
Cate FAEHRMANNOVÁ,M6,F,1,1
Catherine MCKENNAOVÁ,M6,F,1,1
Břeněk MICHÁLEK,M3,M,1,1
Caitlyn JENNEROVÁ,M6,F,1,1
Camilla BORNOVÁ,M3,F,1,1
Carl SAYER,M3,M,1,1
Carle NULLISOVÁ,M1,F,1,1
Carlen PHILIPP,M5,M,1,1
Carlos MANUEL RODRIGUEZ,M6,M,1,1
Carlos PAIVA,M2,M,1,1
Tomáš KNOFLÍČEK,M5,M,1,1
Tomáš KOTERA,M5,M,1,1
Tomáš KOUTECKÝ,M5,M,1,1
Tomáš MADER,M5,M,1,1
Bude ODS,?,F,1,1
Bulka PIN,?,F,1,1
Buren ČIČIG,M5,M,1,1
Byambasuren TOITOG,M5,M,1,1
Chris STINGER,M3,M,1,1
Chris STRINGER,M3,M,1,1
Christian CASAROTTO,M3,M,1,1
Christian NUBBEMEYER,M1,M,1,1
Tomáš DRÁPELA,M5,M,1,1
Tomáš HÁJEK,M3,M,1,1
Tomáš KAZDA,M5,M,1,1
Tomáš KLUS,M2,M,1,1
Boris JOHSON,M6,M,1,1
Boris TEUNIS,M3,M,1,1
Boris VORMAN,M3,M,1,1
Boris ŠŤASTNÝ,M6,M,1,1
Borut PAHOR,M6,M,1,1
Božena PEŠTOVÁ,M2,F,1,1
Božena PĚSTOVÁ,M2,F,1,1
Brabec JE,?,M,1,1
Tomáš VRŠKA,M5,M,1,1
Tomáš VYHNÁLEK,M5,M,1,1
Tomáš VYHNÁNEK,M3,M,1,1
Tomáš VĚTROVSKÝ,M3,M,1,1
Tomáš WEIGNER,M5,M,1,1
Tomáš ZAAL,M1,M,1,1
Boobu TIORAM,M2,M,1,1
Boris HEZZMANN,M2,M,1,1
Challanger CNN,?,M,1,1
Tomáš PELIKÁN,M5,M,1,1
Tomáš PORTLÍK,M6,M,1,1
Tomáš SLACH,M3,M,1,1
Tomáš SLAVKOVSKÝ,M5,M,1,1
Tomáš TELENSKÝ,M5,M,1,1
Tomáš TŘETINA,M6,M,1,1
Tomáš VRBICKÝ,M5,M,1,1
Catherine MCKENNOVÁ,M6,F,1,1
Cathy GLAABOVÁ,M2,F,1,1
Celine TARDYOVÁ,M3,F,1,1
Centru ICRC,?,M,1,1
Cezary PONIATOWSKI,M2,M,1,1
Cezary PRZYBYLSKI,M6,M,1,1
Chad WITTE,M5,M,1,1
Chaj JEN CHU,M2,M,1,1
Třetí KSČM,?,M,1,1
Ukrajině AAA,?,M,1,1
Ulrike SCHARFOVÁ,M6,F,1,1
University NASA,?,M,1,1
Uwe JORDEN,M5,F,1,1
Blanka SVOBODOVÁ,M2,F,1,1
Bloomberg NEF,?,M,1,1
Bo FRANK,M6,M,1,1
Trump KLDR,?,M,1,1
Trynes KAYUNIOVÁ,M2,F,1,1
Turbulence ČT,?,F,1,1
Tužinská SYNKOVÁ,M6,F,1,1
Tyler EDWARDS,M2,M,1,1
Tím ÚS,?,M,1,1
Třeba EIA,?,F,1,1
Třeba ODS SPD,?,F,1,1
Brooklynu AIDS,?,M,1,1
Broumov OKD,?,M,1,1
Bruce SPALDING,M5,M,1,1
Tomáš ZAVŘEL,M5,M,1,1
Tony APPLETON,M2,M,1,1
Toya STILESOVÁ,M5,F,1,1
Tristan VANCLEEF,M2,M,1,1
Trudy PAAPOVÁ,M3,F,1,1
Brad SMITH,M5,M,1,1
Bre MACPHERSOONOVÁ RICEOVÁ,M5,F,1,1
Brenda STEPHENSOVÁ,M2,F,1,1
Brenda WANDEROVÁ,M5,F,1,1
Britské HDP,?,M,1,1
Británii AKO,?,M,1,1
Brně ICRC,?,M,1,1
Bronislav ŠAMŠULA,M6,M,1,1
Veronika FLEISSIGOVÁ,M5,F,1,1
Veronika FUXOVÁ,M6,F,1,1
Veronika JONÁŠOVÁ,M1,F,1,1
Bendle OSN,?,F,1,1
Benj SYKES,M5,M,1,1
Benjamin NETANJAHU,M6,M,1,1
Bernard BIGOT,M5,M,1,1
Bernard INGHAM,M1,M,1,1
Valérie JULLIANDOVÁ,M5,F,1,1
Van JONES,M5,M,1,1
Vasilij ROGATYCH,M2,M,1,1
Vaso DIMITRAKOPOLUOVÁ,M2,F,1,1
Vaso VLACHOUOVÁ,M2,F,1,1
Vedení EU,M6,M,1,1
Vedení KDU ČSL,M6,M,1,1
Vedení ODS,M6,M,1,1
Uwe NEUMANN,M1,F,1,1
Uwe SCHNITZLER,M2,F,1,1
Vagelis GAVALAS,M5,M,1,1
Valentin KIRILOV,M2,M,1,1
Valentyn JERMOLENKO,M1,M,1,1
Valerie MASSON DELMOTTEOVÁ,M3,F,1,1
Valerij LUKIN,M3,M,1,1
Valerio ROJAS,M2,M,1,1
Bob KOPP,M1,M,1,1
Bob KOPP,M5,M,1,1
Bob SMITH,M3,M,1,1
Bohdan LOJKA,M2,M,1,1
Bohumil DOHNAL,M2,M,1,1
Bohumil KARTOUS,M1,M,1,1
Bohumil SOBOTKA,M6,M,1,1
Bohumír DUFEK,M6,M,1,1
Virus HIV,?,M,1,1
Vladimir KARA MURZA,?,M,1,1
Vladimir MAKAROV,M6,M,1,1
Vladimir PASEČNIK,M6,M,1,1
Vladimir ŽIRINOVSKIJ,M6,M,1,1
Barbora KOUKALOVÁ,M1,F,1,1
Barbora KVASNIČKOVÁ,M2,F,1,1
Barbora LIŠKOVÁ,M1,F,1,1
Veronika PAROULKOVÁ,M1,F,1,1
Veronika VLČKOVÁ,M3,F,1,1
Victor MANJARREZ,M2,M,1,1
Viktor ORBÁN,M6,M,1,1
Viktor PLACHÝ,M3,M,1,1
Viktor PORTEL,M5,M,1,1
Vincent MAUROLT,M5,M,1,1
Violeta TOMIČKOVÁ,M6,F,1,1
Bill GATES,M6,M,1,1
Bill SHORTEN,M6,M,1,1
Bill WALKER,M6,M,1,1
Bin SALMAN,M6,M,1,1
Birgit SIPPELOVÁ,M6,F,1,1
Bitney CRONE,M2,M,1,1
Veronika KORCHOVÁ,M6,F,1,1
Veronika KREJČÍ,M1,F,1,1
Bernhard MAIER,M6,M,1,1
Bernhard MATTES,M6,M,1,1
Bez CEITEC,?,M,1,1
Bhagwat SINGHOVÁ,M2,F,1,1
Bhušan RAO,M2,M,1,1
Bigdan KLICH,M6,M,1,1
Bil WALKER,M6,M,1,1
Bill DE BLASIO,M6,M,1,1
Arnold KING,M5,M,1,1
Arsenij JACEŇUK,M6,M,1,1
Ashley WHITNEY,M2,M,1,1
Audi BMW,?,M,1,1
Augustin BERMEJO,M3,M,1,1
Aurelie TROUVAOVÁ,M1,F,1,1
Avi BARANES,M5,M,1,1
Ayumi FUKAKUSAOVÁ,M5,F,1,1
Vladimír SLÁDEK,M3,M,1,1
Vladimír SMRŽ,M5,M,1,1
Vladimír VALENTA,M6,M,1,1
Vladimír WAGNER,M3,M,1,1
Vladimír ZDRAŽIL,M3,M,1,1
Appeaning ADDO,M5,M,1,1
Aqqalu FOSING ASVID,M3,M,1,1
Armina LASCHET,M6,F,1,1
Vladimír BARBIN,M6,M,1,1
Vladimír BESKID,M5,M,1,1
Vladimír BESKYD,M5,M,1,1
Vladimír KEBLŮŠEK,M1,M,1,1
Vladimír KOBLÍŽEK,M3,M,1,1
Vladimír KREMLÍK,M6,M,1,1
Vladimír KROC,M1,M,1,1
Vladimír LETOCHA,M3,M,1,1
Barbora SPÁČILOVÁ,M2,F,1,1
Barbora SVÓBODOVÁ,M5,F,1,1
Barbora TELFEROVÁ,M1,F,1,1
Barbora TROJAK,M1,F,1,1
Barbora URBANOVÁ,M5,F,1,1
Bartoška KDU ČSL,M6,F,1,1
Beata SZYDLOVÁ,M6,F,1,1
Belachew KASSA,M5,M,1,1
Annapaola LAVENOVÁ,M2,F,1,1
Ano ALDE,?,M,1,1
Ano NATO,?,M,1,1
Anote TONG,M6,F,1,1
Anthony BARNOVSKY,M3,M,1,1
Anthony BLINKEN,M6,M,1,1
Anthony COATES,M5,M,1,1
Antonio GUTTERES,M6,M,1,1
Vlastislav MÁLEK,M6,M,1,1
Vláda ODS,?,F,1,1
Vojen SMÍŠEK,M1,M,1,1
Vojtěch DVOŘÁČEK,M2,M,1,1
Vojtěch DYNYBYL,M2,M,1,1
Vojtěch KÁNĚ,M2,M,1,1
Anna WEEKESOVÁ,M2,F,1,1
Anna ŠARATŠICHOVÁ,M2,F,1,1
Vladimíra NOVÁKOVÁ,M1,F,1,1
Vladislav SOBOL,M1,M,1,1
Vladyslava BANK,M5,F,1,1
Vlasta LOCHMANOVÁ,M6,F,1,1
Vlasta MOKRÁ,M6,F,1,1
Vlasta PALLOVÁ,M1,F,1,1
Vlasta VIZINOVÁ,M2,F,1,1
Vlastimil ROŽNOVSKÝ,M6,M,1,1
Ač API,?,M,1,1
Ašghar MEHRZADA,M5,M,1,1
Babiš ČSSD,?,M,1,1
Babiše ODS,?,F,1,1
Barbara MIKULSKIOVÁ,M6,F,1,1
Barbora BARCALOVÁ,M5,F,1,1
Vladimír ŠPIDLA,M5,M,1,1
Vladimíra JUNKOVÁ,M1,F,1,1
Anna CHUDOBOVÁ,M1,F,1,1
Anna GIACOMETTIOVÁ,M6,F,1,1
Anna JEVSTRATOVOVÁ,M5,F,1,1
Anna KÁRNÍKOVÁ,M5,F,1,1
Anna LOZSI,M1,F,1,1
Anna MITILINEOUOVÁ,M2,F,1,1
Anna MITUŠOVÁ,M5,F,1,1
Anna STRYKOVÁ,M2,F,1,1
Václav SOJKA,M2,M,1,1
Václav STANĚK,M5,M,1,1
Angela MARKELOVÁ,M6,F,1,1
Angelo BORRELLI,M5,M,1,1
Anglie HDP,?,F,1,1
Ani JAR,?,M,1,1
Ani ODS,?,M,1,1
Ann CARLSONOVÁ,M5,F,1,1
Vsetína ORP,?,F,1,1
Václav BERAN,M3,M,1,1
Václav HLAVÁČ,M5,M,1,1
Václav HOMOLKA,M6,M,1,1
Václav HURT,M5,M,1,1
Václav JOHN,M5,M,1,1
Václav KURKA,M5,M,1,1
Václav LENGOVIČ,M2,M,1,1
Antonio VELLECA,M3,M,1,1
Antonis SAMARAS,M6,M,1,1
Antonín BLÁHA,M1,M,1,1
Antonín OSIČKA,M5,M,1,1
Antonín RUS,M6,M,1,1
Antonín STANĚK,M6,M,1,1
Antonín TŮMA,M3,M,1,1
Volker TREIER,M5,M,1,1
Andrej PERSIJANOV,M6,M,1,1
Andrej ŠMELKOV,M5,M,1,1
Andrejs JANSONS,M2,M,1,1
Andrew CUOMO,M6,M,1,1
Andrew FEUSTEL,M3,M,1,1
Andrew SHEPHERD,M5,M,1,1
Andrew WEAVER,M3,M,1,1
Andrew WEISS,M5,M,1,1
Anders ELFVING,M5,M,1,1
Anders LEVERMANN,M3,M,1,1
Andrea BASSERNE,M2,M,1,1
Andreas BAUDERE,M3,M,1,1
Andreas FRIEDRICH,M3,M,1,1
Andreas GAJDOŠÍK,M2,M,1,1
Andrej KISKA,M6,M,1,1
Andrej MATUŠKIN,M5,M,1,1
Walter MARTOS,M6,M,1,1
Wan AZÁZAHOVÁ,M6,F,1,1
Wang JEN WEL,M2,M,1,1
Amr BASSIOUNY,M5,M,1,1
Anahi CORDEROVÁ,M5,F,1,1
Anastasia LEVASEVIČOVÁ,M3,F,1,1
Anastasija RADYCHOVSKAJA,M5,F,1,1
Anatolij SUČKOV,M6,M,1,1
Václav VOTAVA,M6,M,1,1
Václav ČUBR,?,M,1,1
Václav ŠILHA,M2,M,1,1
Václava ADÁMKOVÁ,M3,F,1,1
Vítězslav KOLEK,M3,M,1,1
Věra HOFMANOVÁ,M1,F,1,1
Věslav MICHALIK,M5,M,1,1
Wade SIKORSKI,M5,M,1,1
Ali SUBAH,?,M,1,1
Alice WEIDELOVÁ,M6,F,1,1
Alicia ILAGA,M6,F,1,1
Alistair DARLING,M6,M,1,1
Allen SHARP,M2,M,1,1
Allison MACFARLANOVÁ,M3,F,1,1
Alois KRČMÁRIK,M2,M,1,1
Alok SCHARAM,M6,M,1,1
Yanai POSTELNIK,M5,M,1,1
Yascha MOUNK,M3,F,1,1
Yasuo TAKAMATSU,M2,M,1,1
Aleš FLÍDR,M6,M,1,1
Aleš MIKLÍK,M1,M,1,1
Alfonso VALENCIA,M3,M,1,1
Alfréd PLAŠIL,M6,M,1,1
Ali GUFU,M2,M,1,1
Will WHITESMITH,M2,M,1,1
William HANSON,M5,M,1,1
William VOGT,M2,M,1,1
Wolfgand SCH UBLE,M6,M,1,1
Wubbo OCKELS,M3,M,1,1
Xavier VANBILLEMONT,M2,M,1,1
Xaví MATILLA,M5,M,1,1
Xiye BASTIDAOVÁ,M5,F,1,1
Wang WEN PIN,M1,M,1,1
Warren MELINE,M2,M,1,1
Washingtonu DC,?,M,1,1
Washingtonu USA,?,M,1,1
Wasim AŠKAR,M2,M,1,1
Wej JUNG WEN,M5,M,1,1
Weronika PASZEWSKÁ,M6,F,1,1
Will RUST,M2,M,1,1
Alex ALLEY,M2,M,1,1
Alex BOROWICZ,M3,M,1,1
Alex DESSARD,M2,M,1,1
Alex MOTUKO,M5,M,1,1
Alexandar VUČIČ,M6,M,1,1
Alexander AGAFONOV,M5,M,1,1
Alexander GAMOV,M1,M,1,1
Alexander GAULAND,M6,M,1,1
Zdenka POLACHOVÁ,M2,F,1,1
Zdeněk BENEŠ,M5,M,1,1
Zdeněk DUBSKÝ,M2,M,1,1
Zdeněk FINK,M6,M,1,1
Zdeněk HOLEČEK,M2,M,1,1
Zdeněk HOVĚŽÁK,M6,M,1,1
Zdeněk NEKUDA,?,M,1,1
Alessandro VITELLI,M5,M,1,1
Zahide SENTERZI,M5,F,1,1
Zastupuje OSN,M6,F,1,1
Zavedení EET,?,M,1,1
Zavádění EET,?,M,1,1
Zbyněk KLOSE,M6,M,1,1
Zbyněk MIKULICA,M2,M,1,1
Zbyněk PAVLAČÍK,M5,M,1,1
Zbyněk STRAŇÁK,M5,M,1,1
Alphonse OWUOR,M5,F,1,1
Alvin SMITH,M2,M,1,1
Aman ADINEW,M5,M,1,1
Amarjit SANGH,M2,M,1,1
Amber PARKEROVÁ,M3,F,1,1
Americká NASA,?,M,1,1
Amir WEIZMAN,M1,M,1,1
Zac TUDOR,M5,M,1,1
Čang KAO LI,M6,M,1,1
Čang KCHAJ PO,M2,M,1,1
Čang PCHING,M6,M,1,1
Čang ČCHIEN,M5,M,1,1
Čao LI ŤIEN,M1,M,1,1
Čchen MING ČCH,M5,M,1,1
Žaneta HUDOKOVÁ,M2,F,1,1
Štefan OLEJÁR,M2,M,1,1
Zástupci USA,?,M,1,1
Zástupci ČSSD ANO,M6,M,1,1
Ádám KÓSA,M6,M,1,1
Órfhlaith BEGLEYOVÁ,M6,F,1,1
Úspěch CNN,?,M,1,1
Úřad OSN,?,M,1,1
Čang CHAJ PIN,M2,M,1,1
Čang JUNG,M5,M,1,1
Alena DOSTÁLOVÁ,M3,F,1,1
Alena HOLUBOVÁ,M5,F,1,1
Alena SEIBERTOVÁ,M2,F,1,1
Alena STOLÁŘOVÁ,M3,F,1,1
Alena ŠTEFLOVÁ,M5,F,1,1
Zuzana PASTRŇÁKOVÁ,M1,F,1,1
Zástupce EK,?,F,1,1
Zástupci KDU ČSL,?,M,1,1
Alan SVOBODA,M5,M,1,1
Alastair FORTHERGILL,M5,M,1,1
Albert LEMASULANI,M5,M,1,1
Alberto TESSERIN,M2,M,1,1
Alejandro GIAMMATTEI,M6,M,1,1
Alejandro GUAMMATTEL,M6,M,1,1
Alejandro NEYRA,?,M,1,1
Aleksandar MLADIČ,M2,M,1,1
Marek KVETAN,M2,M,1,1
Magali HUARACHIOVÁ,M2,F,1,1
Magda GONZALESOVÁ,M5,F,1,1
Magda VAŠÁRYOVÁ,M6,F,1,1
Magdaléna CHYTRÁ,M5,F,1,1
Magdaléna ŠULCOVÁ,M1,F,1,1
Mahadou MBODJI,M6,M,1,1
Maira KELLERSOVÁ,M2,F,1,1
Marco VIANELLO,M2,M,1,1
Marcos PASTOR,M5,M,1,1
Marcus FONTENOT,M2,M,1,1
Marcus LUTES,M5,M,1,1
Marek BOHÁČ,M2,M,1,1
Marek HOVORKA,M5,M,1,1
Marek JANCÁK,M5,M,1,1
Marek KOUTNÝ,M5,M,1,1
Marcela ONDŘEJOVÁ,M1,F,1,1
Marcelo PARINTINTIN,M5,M,1,1
Marcin KOROLEC,M6,M,1,1
Marcin PRZYDACZ,M5,M,1,1
Marcio ASTRINI,M5,M,1,1
Marco GIACHETTI,M5,M,1,1
Marco LAMBERTINI,M5,M,1,1
Marco TEDESCO,?,M,1,1
Štáb BBC,?,M,1,1
Šárka JELÍNKOVÁ,M6,F,1,1
Šárka SLEZÁKOVÁ,M1,F,1,1
Šéf OSN,M6,M,1,1
Šéf ČS,?,M,1,1
Šéf ČSSD,M6,M,1,1
Marcel KOALAJA,M6,M,1,1
Marcela KALUŽÍKOVÁ,?,F,1,1
