name,firstname,surname,role_raw,gender,type,n_mentions,n_docs,type_final,source,gender_final
Karel KLEM,Karel,KLEM,vědecký pracovník,M,M3,32,4,M3,rule,M
Jan HRADECKÝ,Jan,HRADECKÝ,děkan,M,M5,32,11,M5,rule,M
Vladimír KEBLÚŠEK,Vladimír,KEBLÚŠEK,redaktor,M,M1,32,6,M1,rule,M
Tomáš KAFKA,Tomáš,KAFKA,velvyslanec,M,M6,32,2,M6,rule,M
Michal BROŽA,Michal,BROŽA,vedoucí informační kanceláře,M,M5,32,1,M5,rule,M
Donald TUSK,Donald,TUSK,předseda,M,M6,32,31,M6,rule,M
Petr SOJKA,Petr,SOJKA,moderátor,M,M1,32,7,M1,rule,M
Michal BROŽA,Michal,BROŽA,vedoucí zastoupení,M,M5,31,1,M5,rule,M
Iva JONÁŠOVÁ,Iva,JONÁŠOVÁ,šéfredaktorka,F,M5,31,1,M5,rule,F
Igor LUKEŠ,Igor,LUKEŠ,profesor historie a mezinárodních vztahů,M,M3,31,2,M3,rule,M
Martin ROZUMEK,Martin,ROZUMEK,ředitel,M,M5,31,1,M5,rule,M
Mirek TOPOLÁNEK,Mirek,TOPOLÁNEK,bývalý premiér,M,M6,31,2,M6,rule,M
Jan PIRKL,Jan,PIRKL,moderátor,M,M1,30,14,M1,rule,M
René MAŠÍN,René,MAŠÍN,náčelník a ředitel,M,M6,30,1,M6,rule,M
Tomio OKAMURA,Tomio,OKAMURA,lídr kandidátky,M,M6,30,1,M6,rule,M
Petr FIALA,Petr,FIALA,předseda,M,M6,30,2,M6,rule,M
Hana ČÁPOVÁ,Hana,ČÁPOVÁ,redaktorka,F,M1,30,1,M1,rule,F
Václav HAMPL,Václav,HAMPL,senátor bývalý rektor,M,M6,30,1,M6,rule,M
Věra JOUROVÁ,Věra,JOUROVÁ,místopředsedkyně,F,M6,30,7,M6,rule,F
Lída RAKUŠANOVÁ,Lída,RAKUŠANOVÁ,komentátorka,F,M1,30,1,M1,rule,F
Zdeněk VERMOUZEK,Zdeněk,VERMOUZEK,ředitel,M,M5,30,4,M5,rule,M
Tomáš CHALUPA,Tomáš,CHALUPA,ministr životního prostředí v demisi,M,M6,29,1,M6,rule,M
Mikuláš FERJENČÍK,Mikuláš,FERJENČÍK,lídr kandidátky,M,M6,29,1,M6,rule,M
Michaela ŠOJDROVÁ,Michaela,ŠOJDROVÁ,europoslankyně,F,M6,29,1,M6,rule,F
Jakub LANGHAMMER,Jakub,LANGHAMMER,hydrolog,M,M3,29,1,M3,rule,M
Pavla JAZAIRIOVÁ,Pavla,JAZAIRIOVÁ,novinářka spisovatelka cestovatelka,F,M1,29,1,M1,rule,F
Bedřich MOLDAN,Bedřich,MOLDAN,bývalý ministr životního prostředí,M,M6,29,2,M6,rule,M
Alexander AČ,Alexander,AČ,ekolog,M,M3,29,8,M3,rule,M
Josef STEMBERK,Josef,STEMBERK,inženýrský geolog,M,M3,29,1,M3,rule,M
Petr NEČAS,Petr,NEČAS,premiér a předseda strany,M,M6,29,2,M6,rule,M
Jan PAČES,Jan,PAČES,genetik,M,M3,28,1,M3,rule,M
Marek ČERNOCH,Marek,ČERNOCH,předseda poslaneckého klubu,M,M6,28,2,M6,rule,M
Miloš ZEMAN,Miloš,ZEMAN,prezident,M,M6,28,17,M6,rule,M
Vilém ŽÁK,Vilém,ŽÁK,náměstek ministra zemědělství,M,M5,28,2,M5,rule,M
Robert PELIKÁN,Robert,PELIKÁN,ministr spravedlnosti nestr,M,M6,28,1,M6,rule,M
Monika FLEISCHMANNOVÁ,Monika,FLEISCHMANNOVÁ,redaktorka,F,M1,28,7,M1,rule,F
Boris JOHNSON,Boris,JOHNSON,britský premiér,M,M6,28,28,M6,rule,M
Šimon PÁNEK,Šimon,PÁNEK,ředitel,M,M5,28,1,M5,rule,M
Ludvík CIMBUREK,Ludvík,CIMBUREK,poradce náčelníka,M,M5,28,1,M5,rule,M
Vojtěch KOTECKÝ,Vojtěch,KOTECKÝ,analytik,M,M5,28,8,M5,rule,M
Jan MLÁDEK,Jan,MLÁDEK,kandidát na ministra průmyslu a,M,M6,28,2,M6,rule,M
Ivana BÁRTOVÁ,Ivana,BÁRTOVÁ,moderátorka,F,M1,28,17,M1,rule,F
Radek HOLOMČÍK,Radek,HOLOMČÍK,lídr kandidátky,M,M6,28,1,M6,rule,M
Jan ČERNÝ,Jan,ČERNÝ,ředitel,M,M5,28,1,M5,rule,M
Mirek TOPOLÁNEK,Mirek,TOPOLÁNEK,bývalý premiér bývalý předseda,M,M6,28,1,M6,rule,M
Bedřich MOLDAN,Bedřich,MOLDAN,ekolog geochemik bývalý ministr životního,M,M3,28,1,M3,rule,M
Petr HORÁČEK,Petr,HORÁČEK,lesnický expert,M,M5,28,1,M5,rule,M
Michaela VALACHOVÁ,Michaela,VALACHOVÁ,hydrometeoroložka,F,?,27,1,M3,llm,F
Michael ŽANTOVSKÝ,Michael,ŽANTOVSKÝ,bývalý velvyslanec v,M,M6,27,2,M6,rule,M
Václav VÉVODA,Václav,VÉVODA,lídr kandidátky,M,M6,27,1,M6,rule,M
Miroslav BÁRTA,Miroslav,BÁRTA,egyptolog prorektor,M,M3,27,1,M3,rule,M
Miloš MENDEL,Miloš,MENDEL,arabista islamolog,M,?,27,1,M3,llm,M
Danuše NERUDOVÁ,Danuše,NERUDOVÁ,ekonomka rektorka,F,M5,27,1,M5,rule,F
Michal MAREK,Michal,MAREK,ředitel,M,M5,27,9,M5,rule,M
Martin JIRÁNEK,Martin,JIRÁNEK,lídr kandidátky,M,M6,27,1,M6,rule,M
Petr KOZLÍČEK,Petr,KOZLÍČEK,moderátor,M,M1,27,3,M1,rule,M
Vladimír ŠPIDLA,Vladimír,ŠPIDLA,bývalý premiér ředitel,M,M6,27,1,M6,rule,M
Pekarová ADAMOVÁ,Pekarová,ADAMOVÁ,předsedkyně strany,F,M6,27,6,M6,rule,F
Radek ŠPICAR,Radek,ŠPICAR,viceprezident,M,M6,27,5,M6,rule,M
Kateřina CAJTHAMLOVÁ,Kateřina,CAJTHAMLOVÁ,internistka psychoterapeutka odbornice na výživu,F,?,27,1,M3,llm,F
Kateřina EHRENBERGEROVÁ,Kateřina,EHRENBERGEROVÁ,redaktorka,F,M1,27,6,M1,rule,F
Věslav MICHALIK,Věslav,MICHALIK,místopředseda,M,M6,27,1,M6,rule,M
Marian JUREČKA,Marian,JUREČKA,bývalý ministr zemědělství,M,M6,27,5,M6,rule,M
Václav BĚLOHRADSKÝ,Václav,BĚLOHRADSKÝ,filozof a sociolog,M,M3,27,1,M3,rule,M
Karel HAVLÍČEK,Karel,HAVLÍČEK,bývalý ministr průmyslu,M,M6,27,1,M6,rule,M
Martin KOVÁŘ,Martin,KOVÁŘ,historik,M,M3,26,2,M3,rule,M
Ladislav HYNEK,Ladislav,HYNEK,lídr kandidátky,M,M6,26,1,M6,rule,M
Jakub LANDOVSKÝ,Jakub,LANDOVSKÝ,velvyslanec,M,M6,26,1,M6,rule,M
Petr OBROVSKÝ,Petr,OBROVSKÝ,zpravodaj,M,M1,26,3,M1,rule,M
Martin VESELOVSKÝ,Martin,VESELOVSKÝ,moderátor,M,M1,26,1,M1,rule,M
Barbora MĚCHUROVÁ,Barbora,MĚCHUROVÁ,redaktorka,F,M1,26,6,M1,rule,F
Mirek TOPOLÁNEK,Mirek,TOPOLÁNEK,předseda výkonné rady,M,M6,26,2,M6,rule,M
Petr FIALA,Petr,FIALA,předseda strany,M,M6,26,4,M6,rule,M
Jakub RÁKOSNÍK,Jakub,RÁKOSNÍK,historik,M,M3,26,1,M3,rule,M
Zuzana MAJEROVÁ ZAHRADNÍKOVÁ,Zuzana,MAJEROVÁ ZAHRADNÍKOVÁ,lídryně kandidátky,F,M6,26,1,M6,rule,F
Květa MATUŠOVSKÁ,Květa,MATUŠOVSKÁ,lídryně kandidátky,F,M6,26,1,M6,rule,F
Daniel PITEK,Daniel,PITEK,zemědělec lesník,M,M2,26,1,M2,rule,M
Jan PAPEŽ,Jan,PAPEŽ,místopředseda,M,M6,26,2,M6,rule,M
Martin ŠNAJDR,Martin,ŠNAJDR,redaktor,M,M1,26,6,M1,rule,M
Matěj STROPNICKÝ,Matěj,STROPNICKÝ,pražský zastupitel předseda strany,M,M6,26,1,M6,rule,M
David ČERMÁK,David,ČERMÁK,generální ředitel,M,M5,26,1,M5,rule,M
Bohumil PEČINKA,Bohumil,PEČINKA,komentátor,M,M1,26,3,M1,rule,M
Petr GAZDÍK,Petr,GAZDÍK,předseda hnutí místopředseda mandátového a,M,M6,26,1,M6,rule,M
Nikola REINDLOVÁ,Nikola,REINDLOVÁ,moderátorka,F,M1,26,26,M1,rule,F
Aneta BERÁNKOVÁ,Aneta,BERÁNKOVÁ,redaktorka,F,M1,25,6,M1,rule,F
Lubomír ZAORÁLEK,Lubomír,ZAORÁLEK,předseda sněmovního zahraničního výboru,M,M6,25,1,M6,rule,M
Roman BÍLÝ,Roman,BÍLÝ,ředitel odboru operačního řízení,M,M5,25,1,M5,rule,M
Mariana NOVOTNÁ,Mariana,NOVOTNÁ,moderátorka,F,M1,25,24,M1,rule,F
Václav CÍLEK,Václav,CÍLEK,geolog a klimatolog,M,M3,25,1,M3,rule,M
Jakub SZANTÓ,Jakub,SZANTÓ,moderátor,M,M1,25,8,M1,rule,M
Barbora BLAŽKOVÁ,Barbora,BLAŽKOVÁ,redaktorka,F,M1,25,7,M1,rule,F
Daniel STACH,Daniel,STACH,redaktor,M,M1,25,6,M1,rule,M
Anna MEZGEROVÁ,Anna,MEZGEROVÁ,mluvčí hnutí,F,M1,25,1,M1,rule,F
Vlastimil WEINER,Vlastimil,WEINER,redaktor,M,M1,25,7,M1,rule,M
Jan BIRKE,Jan,BIRKE,lídr kandidátky,M,M6,25,1,M6,rule,M
Richard BRABEC,Richard,BRABEC,místopředseda hnutí místopředseda vlády ministr,M,M6,25,1,M6,rule,M
Pavel HUBENÝ,Pavel,HUBENÝ,ředitel,M,M5,24,2,M5,rule,M
Ivan RYNDA,Ivan,RYNDA,katedra sociální a kulturní ekologie,M,M3,24,2,M3,rule,M
Jan HOLLAN,Jan,HOLLAN,fyzik,M,M3,24,4,M3,rule,M
Jan GROLICH,Jan,GROLICH,hejtman,M,M6,24,3,M6,rule,M
Lenka NECHVÁTALOVÁ,Lenka,NECHVÁTALOVÁ,moderátorka,F,M1,24,3,M1,rule,F
Tomáš KLVAŇA,Tomáš,KLVAŇA,komentátor,M,M1,24,2,M1,rule,M
Miroslav KARAS,Miroslav,KARAS,redaktor,M,M1,24,5,M1,rule,M
Radek ŠPICAR,Radek,ŠPICAR,viceprezident pro hospodářskou politiku a,M,M6,24,1,M6,rule,M
Jiří POSPÍŠIL,Jiří,POSPÍŠIL,předseda strany,M,M6,24,3,M6,rule,M
Šimon PÁNEK,Šimon,PÁNEK,ředitel společnosti,M,M5,24,1,M5,rule,M
Martin SEDLÁK,Martin,SEDLÁK,programový ředitel,M,M5,24,4,M5,rule,M
Pavel SVOBODA,Pavel,SVOBODA,lídr kandidátky,M,M6,24,1,M6,rule,M
Pavla DAŇKOVÁ,Pavla,DAŇKOVÁ,redaktorka,F,M1,24,6,M1,rule,F
Petra KLIMKOVÁ,Petra,KLIMKOVÁ,redaktorka,F,M1,23,4,M1,rule,F
Karel SCHWARZENBERG,Karel,SCHWARZENBERG,předseda zahraničního výboru sněmovny předseda,M,M6,23,1,M6,rule,M
Kateřina ETRYCHOVÁ,Kateřina,ETRYCHOVÁ,moderátorka,F,M1,23,14,M1,rule,F
Veronika CHRAŠČOVÁ,Veronika,CHRAŠČOVÁ,redaktorka,F,M1,23,5,M1,rule,F
David KÁDNER,David,KÁDNER,předseda posl,M,M6,23,1,M6,rule,M
Pavel PUNČOCHÁŘ,Pavel,PUNČOCHÁŘ,zástupce náměstka ministra zemědělství pro,M,M5,23,1,M5,rule,M
Vladimír KRCHOV,Vladimír,KRCHOV,ředitel lesního a vodního hospodářství,M,M5,23,3,M5,rule,M
Magdalena DAVIS,Magdalena,DAVIS,lídryně kandidátky,F?,M6,23,1,M6,rule,F
Michal ŠENK,Michal,ŠENK,redaktor,M,M1,23,1,M1,rule,M
Jan TAMÁŠ,Jan,TAMÁŠ,předseda,M,M6,23,1,M6,rule,M
Martin PAVEL,Martin,PAVEL,zpracovatel studie kanálu,M,?,23,1,M1,llm,M
Ivan PILNÝ,Ivan,PILNÝ,bývalý ministr financí zastupitel hl,M,M6,23,1,M6,rule,M
Jakub HRUŠKA,Jakub,HRUŠKA,přírodovědec,M,M3,23,1,M3,rule,M
Antonín SCHUBERT,Antonín,SCHUBERT,předseda,M,M6,23,1,M6,rule,M
Tomáš PETŘÍČEK,Tomáš,PETŘÍČEK,ministr zahraničí,M,M6,23,8,M6,rule,M
Adam KOLÁŘ,Adam,KOLÁŘ,redaktor,M,M1,23,6,M1,rule,M
Tomáš HALENKA,Tomáš,HALENKA,předseda,M,M6,23,2,M6,rule,M
Michael ŽANTOVSKÝ,Michael,ŽANTOVSKÝ,bývalý velvyslanec ve,M,M6,23,1,M6,rule,M
Vojtěch FILIP,Vojtěch,FILIP,předseda strany,M,M6,23,8,M6,rule,M
Jiří ČÁSLAVKA,Jiří,ČÁSLAVKA,ekonomický analytik,M,M5,22,1,M5,rule,M
Petr HAVEL,Petr,HAVEL,agrární politik,M,M6,22,1,M6,rule,M
Richard SAMKO,Richard,SAMKO,redaktor,M,M1,22,3,M1,rule,M
Jana FABIANOVÁ,Jana,FABIANOVÁ,moderátorka,F,M1,22,9,M1,rule,F
Alena ŠÍROVÁ,Alena,ŠÍROVÁ,lídryně kandidátky,F,M6,22,1,M6,rule,F
Marek BENDA,Marek,BENDA,místopředseda poslaneckého klubu,M,M6,22,3,M6,rule,M
Jan LIPAVSKÝ,Jan,LIPAVSKÝ,ministr zahraničí,M,M6,22,1,M6,rule,M
Luděk NIEDERMAYER,Luděk,NIEDERMAYER,europoslanec nestr,M,M6,22,2,M6,rule,M
Adéla PACLÍKOVÁ,Adéla,PACLÍKOVÁ,redaktorka,F,M1,22,2,M1,rule,F
Luděk NIEDERMAYER,Luděk,NIEDERMAYER,ekonom europoslanec bývalý viceguvernér,M,M5,22,1,M5,rule,M
Zdeněk PETZL,Zdeněk,PETZL,výkonný ředitel,M,M5,22,2,M5,rule,M
Boris JOHNSON,Boris,JOHNSON,britský premiér předseda konzervativců,M,M6,22,6,M6,rule,M
Jan ZAHRADIL,Jan,ZAHRADIL,europoslanec,M,M6,22,6,M6,rule,M
Adriana DERGAM,Adriana,DERGAM,redaktorka,F?,M1,22,4,M1,rule,F
Martin BURSÍK,Martin,BURSÍK,expert,M,M5,22,2,M5,rule,M
Milena HRDINKOVÁ,Milena,HRDINKOVÁ,státní tajemnice pro evropské záležitosti,F,M6,22,5,M6,rule,F
Ivo VONDRÁK,Ivo,VONDRÁK,hejtman,M,M6,22,8,M6,rule,M
Martin SCHULZ,Martin,SCHULZ,předseda,M,M6,22,4,M6,rule,M
Jan KRÁL,Jan,KRÁL,inženýrský geolog,M,M3,22,1,M3,rule,M
Pavel POC,Pavel,POC,europoslanec,M,M6,22,2,M6,rule,M
Vladimir PUTIN,Vladimir,PUTIN,ruský prezident,M,M6,22,17,M6,rule,M
Martin PROS,Martin,PROS,náměstek ministra financí,M,M5,22,1,M5,rule,M
Zuzana NEUVIRTOVÁ,Zuzana,NEUVIRTOVÁ,moderátorka,F,M1,22,7,M1,rule,F
Ondřej KNOTEK,Ondřej,KNOTEK,europoslanec,M,M6,22,6,M6,rule,M
Kateřina PROCHÁZKOVÁ,Kateřina,PROCHÁZKOVÁ,redaktorka,F,M1,21,4,M1,rule,F
Ivan BARTOŠ,Ivan,BARTOŠ,předseda strany poslanec,M,M6,21,1,M6,rule,M
Tomáš SEDLÁČEK,Tomáš,SEDLÁČEK,ekonom,M,M5,21,6,M5,rule,M
Robert ŠLACHTA,Robert,ŠLACHTA,lídr kandidátky,M,M6,21,1,M6,rule,M
Vítězslav KREMLÍK,Vítězslav,KREMLÍK,šéfredaktor webu,M,M5,21,1,M5,rule,M
Jan KOCOUREK,Jan,KOCOUREK,reportér,M,M1,21,5,M1,rule,M
Petr STUCHLÍK,Petr,STUCHLÍK,bývalý člen hnutí,M,M6,21,1,M6,rule,M
Martin TOPINKA,Martin,TOPINKA,astrofyzik,M,?,21,1,M3,llm,M
Martina TLACHOVÁ,Martina,TLACHOVÁ,redaktorka,F,M1,21,6,M1,rule,F
Lenka TESKA ARNOŠTOVÁ,Lenka,TESKA ARNOŠTOVÁ,náměstkyně ministra zdravotnictví,F,M5,21,1,M5,rule,F
Vojtěch KOTECKÝ,Vojtěch,KOTECKÝ,programový ředitel,M,M5,21,2,M5,rule,M
Jan ZIKA,Jan,ZIKA,moderátor,M,M1,21,21,M1,rule,M
Ivan ADAMEC,Ivan,ADAMEC,lídr kandidátky koalice,M,M6,21,1,M6,rule,M
Zuzana ČAPUTOVÁ,Zuzana,ČAPUTOVÁ,kandidátka na slovenskou prezidentku,F,M6,21,1,M6,rule,F
Michael FIALA,Michael,FIALA,redaktor,M,M1,21,2,M1,rule,M
Marek BENDA,Marek,BENDA,místopředseda poslaneckého klubu člen ústavně,M,M6,21,1,M6,rule,M
Ivan LUKÁŠ,Ivan,LUKÁŠ,redaktor,M,M1,20,3,M1,rule,M
Marcel KOLAJA,Marcel,KOLAJA,místopředseda,M,M6,20,4,M6,rule,M
Hynek BLAŠKO,Hynek,BLAŠKO,generálmajor ve výslužbě,M,?,20,1,M6,llm,M
Petr ZAHRADNÍK,Petr,ZAHRADNÍK,ekonom,M,M5,20,4,M5,rule,M
Václav CÍLEK,Václav,CÍLEK,geolog a filozof,M,M3,20,1,M3,rule,M
Jeremy CORBYN,Jeremy,CORBYN,lídr labouristů,M,M6,20,4,M6,rule,M
Petr ZAVADIL,Petr,ZAVADIL,zpravodaj,M,M1,20,7,M1,rule,M
Jakub HORT,Jakub,HORT,neurolog,M,M3,20,1,M3,rule,M
Zdeněk FUČÍK,Zdeněk,FUČÍK,redaktor,M,M1,20,4,M1,rule,M
Matěj STROPNICKÝ,Matěj,STROPNICKÝ,předseda strany,M,M6,20,1,M6,rule,M
Ladislav MACHALA,Ladislav,MACHALA,infekcionista infekční klinika,M,?,20,1,M3,llm,M
Jitka SZÁSZOVÁ,Jitka,SZÁSZOVÁ,redaktorka,F,M1,20,4,M1,rule,F
Radka MAXOVÁ,Radka,MAXOVÁ,poslankyně,F,M6,20,1,M6,rule,F
Renata MALÍKOVÁ,Renata,MALÍKOVÁ,redaktorka,F,M1,20,4,M1,rule,F
Pavla ČAPKOVÁ,Pavla,ČAPKOVÁ,moderátorka,F,M1,20,2,M1,rule,F
Jana HYBÁŠKOVÁ,Jana,HYBÁŠKOVÁ,velvyslankyně,F,M6,20,1,M6,rule,F
Ladislav METELKA,Ladislav,METELKA,klimatolog,M,M3,20,3,M3,rule,M
Dan JIRÁNEK,Dan,JIRÁNEK,výkonný ředitel,M,M5,20,2,M5,rule,M
Jiří POSPÍŠIL,Jiří,POSPÍŠIL,europoslanec nestr,M,M6,20,2,M6,rule,M
Daniel ANÝŽ,Daniel,ANÝŽ,redaktor,M,M1,20,2,M1,rule,M
Mikuláš BEK,Mikuláš,BEK,ministr pro evropské záležitosti senátor,M,M6,20,1,M6,rule,M
Jan ŠILHAN,Jan,ŠILHAN,moderátor,M,M1,20,15,M1,rule,M
Marek STONIŠ,Marek,STONIŠ,šéfredaktor,M,M5,19,1,M5,rule,M
Petr MALÝ,Petr,MALÝ,redaktor,M,M1,19,3,M1,rule,M
Iveta RADIČOVÁ,Iveta,RADIČOVÁ,profesorka sociologie bývalá premiérka,F,M3,19,1,M3,rule,F
Marie ŠABACKÁ,Marie,ŠABACKÁ,polární vědkyně,F,M3,19,1,M3,rule,F
Lumír NĚMEC,Lumír,NĚMEC,bývalý velitel speciálního oddělení,M,M6,19,1,M6,rule,M
Pan KI MUN,Pan,KI MUN,generální tajemník,M,M6,19,17,M6,rule,M
Jan DRAHOKOUPIL,Jan,DRAHOKOUPIL,ekonomický analytik,M,M5,19,2,M5,rule,M
Stanislav POLČÁK,Stanislav,POLČÁK,europoslanec,M,M6,19,2,M6,rule,M
Dita CHARANZOVÁ,Dita,CHARANZOVÁ,europoslankyně,F,M6,19,3,M6,rule,F
Václav CÍLEK,Václav,CÍLEK,geolog publicista,M,M3,19,1,M3,rule,M
Jan PAVLÍK,Jan,PAVLÍK,meteorolog,M,M3,19,2,M3,rule,M
Richard BRABEC,Richard,BRABEC,místopředseda hnutí ministr životního prostředí,M,M6,19,1,M6,rule,M
Radek ROZVORAL,Radek,ROZVORAL,lídr kandidátky,M,M6,19,1,M6,rule,M
Petr BROD,Petr,BROD,novinář a publicista,M,M1,19,1,M1,rule,M
Richard BRABEC,Richard,BRABEC,místopředseda vlády ministr životního prostředí,M,M6,19,2,M6,rule,M
Guy VERHOFSTADT,Guy,VERHOFSTADT,europoslanec,M,M6,19,1,M6,rule,M
Alena SCHILLEROVÁ,Alena,SCHILLEROVÁ,vicepremiérka ministryně financí nestr,F,M6,19,1,M6,rule,F
Alexander TOMSKÝ,Alexander,TOMSKÝ,publicista,M,M1,19,1,M1,rule,M
Alena ZÁRYBNICKÁ,Alena,ZÁRYBNICKÁ,meteoroložka,F,M3,19,6,M3,rule,F
Pavel PUNČOCHÁŘ,Pavel,PUNČOCHÁŘ,sekce vodního hospodářství,M,?,19,2,M5,llm,M
Jacques RUPNIK,Jacques,RUPNIK,politolog,M,M3,19,1,M3,rule,M
Jakub MUSIL,Jakub,MUSIL,redaktor,M,M1,18,4,M1,rule,M
Tomio OKAMURA,Tomio,OKAMURA,předseda hnutí,M,M6,18,8,M6,rule,M
Bořivoj HNÍZDO,Bořivoj,HNÍZDO,politolog,M,M3,18,4,M3,rule,M
Václav BĚLOHRADSKÝ,Václav,BĚLOHRADSKÝ,filosof a sociolog,M,?,18,1,M3,llm,M
Václav BĚLOHRADSKÝ,Václav,BĚLOHRADSKÝ,filozof,M,M3,18,1,M3,rule,M
Radka ZÍTKOVÁ,Radka,ZÍTKOVÁ,redaktorka,F,M1,18,4,M1,rule,F
Kristina CIROKOVÁ,Kristina,CIROKOVÁ,redaktorka,F,M1,18,2,M1,rule,F
Vratislav JANDA,Vratislav,JANDA,ředitel pro korporátní záležitosti,M,M5,18,1,M5,rule,M
Klára SUTLOVIČOVÁ,Klára,SUTLOVIČOVÁ,vedoucí programu,F,M5,18,1,M5,rule,F
Hanuš HANSLÍK,Hanuš,HANSLÍK,redaktor,M,M1,18,1,M1,rule,M
Jan ŠVEJNAR,Jan,ŠVEJNAR,profesor,M,M3,18,1,M3,rule,M
Patrik MLYNÁŘ,Patrik,MLYNÁŘ,náměstek ministra zemědělství ředitel sekce,M,M5,18,2,M5,rule,M
Jiří PAYNE,Jiří,PAYNE,bývalý poradce prezidenta,M,M5,18,1,M5,rule,M
Lucie KUČEROVÁ,Lucie,KUČEROVÁ,redaktorka,F,M1,18,5,M1,rule,F
Petr ROBEJŠEK,Petr,ROBEJŠEK,politolog,M,M3,18,2,M3,rule,M
Lukáš JELÍNEK,Lukáš,JELÍNEK,politický analytik,M,M5,18,2,M5,rule,M
Senátu PČR,Senátu,PČR,člen senátní výboru pro vzdělávání,M,M6,18,1,M6,rule,M
Petr FIALA,Petr,FIALA,předseda strany místopředseda,M,M6,18,1,M6,rule,M
Oleg DITRICH,Oleg,DITRICH,parazitolog,M,M3,18,3,M3,rule,M
Joe BIDEN,Joe,BIDEN,prezident,F?,M6,18,14,M6,rule,M
Martin FREUND,Martin,FREUND,zastupitel zodpovědný za sociální začleňování,M,M6,18,1,M6,rule,M
Miloslava HÁLOVÁ,Miloslava,HÁLOVÁ,vědecká pracovnice v,F,M3,18,1,M3,rule,F
Jan ČERNÝ,Jan,ČERNÝ,redaktor,M,M1,18,5,M1,rule,M
Traian URBAN,Traian,URBAN,hispanista,M,?,18,2,M3,llm,M
Roman GAZDÍK,Roman,GAZDÍK,redaktor,M,M1,18,3,M1,rule,M
Luděk PRUDIL,Luděk,PRUDIL,ředitel,M,M5,18,3,M5,rule,M
Jiří SVOBODA,Jiří,SVOBODA,astronom,M,M3,18,1,M3,rule,M
Eva SPÁČILOVÁ,Eva,SPÁČILOVÁ,redaktorka,F,M1,18,4,M1,rule,F
Pavel BOROVIČKA,Pavel,BOROVIČKA,meteorolog,M,M3,17,5,M3,rule,M
Martin DONÁT,Martin,DONÁT,redaktor,M,M1,17,5,M1,rule,M
Daniel ANÝŽ,Daniel,ANÝŽ,analytik novinář,M,M5,17,1,M5,rule,M
Si ŤIN PCHING,Si,ŤIN PCHING,čínský prezident,M,M6,17,16,M6,rule,M
Markéta ŽIŽKOVÁ,Markéta,ŽIŽKOVÁ,redaktorka,F,M1,17,3,M1,rule,F
Karel HAVLÍČEK,Karel,HAVLÍČEK,lídr kandidátky,M,M6,17,1,M6,rule,M
Václav BĚLOHRADSKÝ,Václav,BĚLOHRADSKÝ,filozof sociolog,M,M3,17,1,M3,rule,M
Marie PĚNČÍKOVÁ,Marie,PĚNČÍKOVÁ,poslankyně,F,M6,17,4,M6,rule,F
Jaroslav ŠTEFEC,Jaroslav,ŠTEFEC,exředitel,M,?,17,1,M5,llm,M
Ivanna ILLYENKO,Ivanna,ILLYENKO,emeritní sólistka baletu,F?,?,17,1,M2,llm,F
Miroslav SINGER,Miroslav,SINGER,člen,M,M6,17,1,M6,rule,M
Jaroslav BŽOCH,Jaroslav,BŽOCH,poslanec,M,M6,17,2,M6,rule,M
Martin LEIŠ,Martin,LEIŠ,spolumajitel penzionu na,M,?,17,1,M5,llm,M
Martin KLOZ,Martin,KLOZ,konzultant v oblasti energetiky,M,?,17,1,M5,llm,M
Jana ŠRÁMKOVÁ,Jana,ŠRÁMKOVÁ,redaktorka,F,M1,17,4,M1,rule,F
Katarína FAGOŠOVÁ,Katarína,FAGOŠOVÁ,redaktorka,F,M1,17,4,M1,rule,F
Jan RAFAJ,Jan,RAFAJ,viceprezident,M,M6,17,2,M6,rule,M
Veronika PITROVÁ,Veronika,PITROVÁ,redaktorka,F,M1,17,4,M1,rule,F
Eduard MUŘICKÝ,Eduard,MUŘICKÝ,náměstek ministra průmyslu a obchodu,M,M5,17,2,M5,rule,M
Jan PRETEL,Jan,PRETEL,klimatolog vědecký tajemník,M,M3,17,1,M3,rule,M
Vendula HORNÍKOVÁ,Vendula,HORNÍKOVÁ,redaktorka dokument,F,M1,17,1,M1,rule,F
Kateřina KONEČNÁ,Kateřina,KONEČNÁ,europoslankyně stínová ministryně životního prostředí,F,M6,17,2,M6,rule,F
Josef KRAUS,Josef,KRAUS,bezpečnostní analytik,M,M5,17,1,M5,rule,M
Ondřej PUCZOK,Ondřej,PUCZOK,redaktor,M,M1,17,3,M1,rule,M
Kateřina JIROVSKÁ,Kateřina,JIROVSKÁ,redaktorka,F,M1,17,5,M1,rule,F
Zdeňka VÍCHOVÁ,Zdeňka,VÍCHOVÁ,lídryně kandidátky,F,M6,17,1,M6,rule,F
Pavel PODRUH,Pavel,PODRUH,laureát ceny,M,?,17,1,M2,llm,M
Milan ŠARAPATKA,Milan,ŠARAPATKA,člen zahraničního výboru,M,M6,17,1,M6,rule,M
Petr SOJKA,Petr,SOJKA,redaktor,M,M1,17,3,M1,rule,M
Lukáš KOVANDA,Lukáš,KOVANDA,ekonom,M,M5,17,1,M5,rule,M
Markéta KUTILOVÁ,Markéta,KUTILOVÁ,redaktorka,F,M1,16,1,M1,rule,F
Jiří FRIML,Jiří,FRIML,biolog,M,M3,16,1,M3,rule,M
Pavla KRŮČKOVÁ,Pavla,KRŮČKOVÁ,redaktorka,F,M1,16,4,M1,rule,F
